id,doctor_id,rep_id,visit_date,visit_time,day_of_week,status,duration_minutes,report_text
447fb096-c4c7-485b-8e71-f81698df534b,933e4306-749b-437e-94d6-0219c00ac303,REP-001,2025-10-22,10:30,2,Success,21,Плановый визит. Петров К.А. заинтересован в Ранитидин. уже назначает аналог конкурента.
e3dc1fb4-b95c-4773-af3c-794c76bc41b6,933e4306-749b-437e-94d6-0219c00ac303,REP-001,2026-01-30,13:45,4,Success,33,Петров К.А. выслушал презентацию по Ранитидин. положительно отнёсся к препарату. Основное возражение: пациенты привыкли к другому препарату. Врач попросил визитку.
9ca3da91-2e56-4dd1-8e86-51d5e7bcb8fc,933e4306-749b-437e-94d6-0219c00ac303,REP-001,2026-02-03,15:15,1,Moved,21,
6b24a286-939f-467d-b030-6401f22d2775,06400c8d-5a4b-4652-9f3d-2bb454b6842b,REP-001,2025-04-21,11:45,0,Cancelled,0,
4946b36c-c0d9-4f91-b117-42ad645f95b7,06400c8d-5a4b-4652-9f3d-2bb454b6842b,REP-001,2025-10-09,13:00,3,Success,17,"Встреча с Михайла Н.А.. Презентовал Де-Нол. готов попробовать назначить. Врач упомянул, что использует Ганатон."
29c8043b-dbee-4bf2-87aa-36ec3c564eeb,06400c8d-5a4b-4652-9f3d-2bb454b6842b,REP-001,2026-03-10,10:30,1,Success,38,Визит к Михайла Н.А.. Детейлинг Де-Нол. попросил доп. исследования. Договорились: предоставить результаты последних КИ.
a96500e1-8934-4179-a617-4ddbabc6db54,a5c21fe0-df00-4b8e-91a8-4ff84a81ec5f,REP-001,2025-04-15,15:00,1,Cancelled,0,
e79d71c4-9d5c-478e-9808-92d55b371590,a5c21fe0-df00-4b8e-91a8-4ff84a81ec5f,REP-001,2025-04-25,11:30,4,Success,13,"Встреча с Мороза С.Ю.. Презентовал Метфогамма. задал много вопросов по побочным эффектам. Врач упомянул, что использует Форсига. Присутствовала медсестра, тоже заинтересовалась."
99513d5f-1d1b-4437-918d-9b67b2776893,a5c21fe0-df00-4b8e-91a8-4ff84a81ec5f,REP-001,2025-05-22,14:15,3,Moved,16,
2cf93d44-1931-4f0e-bc5f-3cb52025777a,a5c21fe0-df00-4b8e-91a8-4ff84a81ec5f,REP-001,2025-05-27,13:00,1,Moved,7,
959bfe84-bd1d-41b9-9f18-95ea23dcd454,a5c21fe0-df00-4b8e-91a8-4ff84a81ec5f,REP-001,2025-06-06,11:00,4,Cancelled,0,
90081a51-5f2b-42c6-8889-dbfe0d6c5cb9,a5c21fe0-df00-4b8e-91a8-4ff84a81ec5f,REP-001,2025-06-27,11:30,4,Moved,12,
c5f4a210-b7b8-4bc8-a807-3a652cf6ccee,a5c21fe0-df00-4b8e-91a8-4ff84a81ec5f,REP-001,2025-08-12,11:00,1,Moved,17,
9dd1745c-1d01-4534-900f-fa7affdf0697,6e3a985b-3957-4e6b-bc26-006dfc3a8837,REP-001,2025-05-01,11:15,3,Success,23,Визит к Козла С.Ю.. Детейлинг Сингуляр. выразил заинтересованность. Договорились: повторный визит через 2 недели.
44d7b70a-c6b8-4d02-b6eb-4447f8645b6c,6e3a985b-3957-4e6b-bc26-006dfc3a8837,REP-001,2025-06-19,16:00,3,Success,26,"Встреча с Козла С.Ю.. Презентовал Беродуал. попросил доп. исследования. Врач упомянул, что использует Пульмикорт. Присутствовала медсестра, тоже заинтересовалась."
3d76e982-f296-4676-8733-85faaedbbe00,6e3a985b-3957-4e6b-bc26-006dfc3a8837,REP-001,2025-06-24,13:00,1,Success,7,Визит к Козла С.Ю.. Детейлинг Форадил. готов попробовать назначить. Договорились: назначить 3 пациентам в течение месяца.
25f4118e-f05d-4dfb-b2ec-0b4335152d6d,6e3a985b-3957-4e6b-bc26-006dfc3a8837,REP-001,2025-07-01,14:00,1,Cancelled,0,
965ebc0f-be0f-4b03-8eed-09da8e34ff41,6e3a985b-3957-4e6b-bc26-006dfc3a8837,REP-001,2025-08-28,10:45,3,Success,19,"Короткий визит. Козла С.Ю. был занят, но удалось обсудить Форадил. уже назначает аналог конкурента. В следующий раз принести сравнительные таблицы."
8b47e450-5ea9-4afe-80e0-59d310404548,6e3a985b-3957-4e6b-bc26-006dfc3a8837,REP-001,2025-10-09,13:15,3,Success,28,Козла С.Ю. выслушал презентацию по Сингуляр. готов попробовать назначить. Основное возражение: побочные эффекты (ЖКТ). Оставил 2 упаковки образцов.
a968c25a-bf16-4a37-a9c8-503e456afbe0,6e3a985b-3957-4e6b-bc26-006dfc3a8837,REP-001,2025-11-04,10:15,1,Success,11,"Короткий визит. Козла С.Ю. был занят, но удалось обсудить Сингуляр. задал много вопросов по побочным эффектам. Оставил 2 упаковки образцов."
96435dde-7d62-4179-8573-3773860e91fd,6e3a985b-3957-4e6b-bc26-006dfc3a8837,REP-001,2025-11-27,09:45,3,Moved,7,
b408660f-daf3-4e3d-bbe4-425246c47e12,6e3a985b-3957-4e6b-bc26-006dfc3a8837,REP-001,2026-02-17,11:00,1,Success,10,Козла С.Ю. выслушал презентацию по Беродуал. задал много вопросов по побочным эффектам. Основное возражение: побочные эффекты (ЖКТ).
800e7e5c-ed60-433f-bbc7-71bb5b673597,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-03-28,10:00,4,Success,11,Визит к Козлов С.С.. Детейлинг Омез. скептически отнёсся. Договорились: назначить 3 пациентам в течение месяца.
3098620e-4270-4321-ae84-e55faef0b959,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-04-09,11:00,2,Moved,12,
fe935085-ce4e-45f5-8ab8-c7e526b6d981,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-04-17,13:30,3,Cancelled,0,
eed234a9-26f9-43a3-9a6e-a0f3cb14e3b8,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-04-21,10:45,0,Success,13,Плановый визит. Козлов С.С. заинтересован в Ранитидин. скептически отнёсся. Передал буклет с результатами исследования.
8611cae9-b313-4adb-918f-2b0e7f0d3d96,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-05-28,09:30,2,Cancelled,0,
ac8bef16-1186-4260-950f-db12d9379fd9,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-06-10,11:00,1,Success,22,"Козлов С.С. выслушал презентацию по Омез. готов попробовать назначить. Основное возражение: высокая цена для пациентов. Врач спешил на обход, визит был коротким."
caf77447-d602-44b8-9a71-1df36377457b,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-06-27,15:15,4,Success,19,"Встреча с Козлов С.С.. Презентовал Ранитидин. готов попробовать назначить. Врач упомянул, что использует Париет."
c5bb9866-2e21-4361-8758-6f8157f28c91,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-07-04,14:00,4,Success,22,"Короткий визит. Козлов С.С. был занят, но удалось обсудить Де-Нол. уже назначает аналог конкурента. Врач попросил визитку."
09a98b62-2a87-4c58-88e9-de4eb4ff0f11,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-07-22,14:00,1,Success,23,"Встреча с Козлов С.С.. Презентовал Омез. выразил заинтересованность. Врач упомянул, что использует Париет. Оставил 2 упаковки образцов."
25387adf-15a7-4143-8384-95964c145d47,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-08-01,13:15,4,Cancelled,0,
eb3b0c22-ce10-4ef3-a329-f2742fcc42c5,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-09-19,11:15,4,Moved,23,
d4f69624-9e8a-4d01-aad9-cb2f43f9c691,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-09-22,12:15,0,Success,14,"Встреча с Козлов С.С.. Презентовал Де-Нол. готов попробовать назначить. Врач упомянул, что использует Нексиум."
a1c3ef29-4325-4dca-9bca-76cb528c3fc2,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-10-03,10:00,4,Success,24,"Встреча с Козлов С.С.. Презентовал Ранитидин. задал много вопросов по побочным эффектам. Врач упомянул, что использует Нексиум. Оставил 2 упаковки образцов."
74a5c76f-9ca2-4682-a78d-99db6f5c8b42,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-10-07,11:00,1,Success,14,"Короткий визит. Козлов С.С. был занят, но удалось обсудить Де-Нол. положительно отнёсся к препарату. Врач спешил на обход, визит был коротким."
90950308-1ec8-4d7d-a47b-3242b835d0ff,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-10-14,15:15,1,Success,12,Козлов С.С. выслушал презентацию по Де-Нол. скептически отнёсся. Основное возражение: нет в формуляре больницы. Передал буклет с результатами исследования.
9f26dfbb-5e56-4514-bc72-355a9c0e6441,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-11-03,15:45,0,Success,10,"Встреча с Козлов С.С.. Презентовал Омез. уже назначает аналог конкурента. Врач упомянул, что использует Париет. Врач спешил на обход, визит был коротким."
a4d851f6-e8e6-4a3a-8766-7c60915576f3,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-11-07,13:15,4,Success,25,"Визит к Козлов С.С.. Обсудили применение Де-Нол при язвенной болезни. Врач готов попробовать назначить. Присутствовала медсестра, тоже заинтересовалась."
8467e48e-aef7-4600-b2a4-b7e35ae715a5,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-11-12,15:30,2,Success,26,"Козлов С.С. выслушал презентацию по Ранитидин. уже назначает аналог конкурента. Основное возражение: побочные эффекты (ЖКТ). Врач спешил на обход, визит был коротким."
412aa1ea-3939-478f-b816-02517ffc4b44,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-11-15,16:45,5,Success,26,"Встреча с Козлов С.С.. Презентовал Де-Нол. нейтрально воспринял информацию. Врач упомянул, что использует Нексиум."
60c5c5b8-68f7-43dc-95f0-e0f0e62244e1,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-11-26,11:45,2,Cancelled,0,
2441d918-ffc3-45d9-b890-debc4724c083,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-12-09,09:15,1,Success,12,"Встреча с Козлов С.С.. Презентовал Омез. скептически отнёсся. Врач упомянул, что использует Ганатон. Врач попросил визитку."
51f255d3-c327-42ee-83dc-d146eb22f1fe,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-12-19,10:45,4,Success,24,"Визит к Козлов С.С.. Обсудили применение Омез при ГЭРБ. Врач готов попробовать назначить. Врач спешил на обход, визит был коротким."
a2aa69d3-64a2-41f3-bba1-a8206dc6cb3d,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2025-12-23,09:15,1,Cancelled,0,
c702cf32-5eb0-46e1-94ea-9644b6f8a0bd,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2026-01-13,09:00,1,Success,14,"Встреча с Козлов С.С.. Презентовал Де-Нол. скептически отнёсся. Врач упомянул, что использует Нексиум. Врач попросил визитку."
9b360088-3f58-4b2c-97f2-764e811a1ddb,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2026-01-19,12:30,0,Success,9,"Встреча с Козлов С.С.. Презентовал Ранитидин. уже назначает аналог конкурента. Врач упомянул, что использует Париет."
272e5975-f97b-4211-a932-850c3770b51c,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2026-01-22,10:15,3,Success,20,"Визит к Козлов С.С.. Обсудили применение Ранитидин при язвенной болезни. Врач положительно отнёсся к препарату. Врач спешил на обход, визит был коротким."
0b579407-1bcb-4cd0-83be-c4ed47c5c5fe,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2026-02-18,16:00,2,Success,19,Козлов С.С. выслушал презентацию по Де-Нол. скептически отнёсся. Основное возражение: недостаточно клинических данных. Оставил 2 упаковки образцов.
147e3e16-642d-4e27-84e5-b19bbc66e366,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2026-02-23,16:15,0,Success,18,"Козлов С.С. выслушал презентацию по Омез. задал много вопросов по побочным эффектам. Основное возражение: пациенты привыкли к другому препарату. Присутствовала медсестра, тоже заинтересовалась."
2613d853-4db0-4690-abbc-3676b977fe7c,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2026-02-25,14:30,2,Success,16,Визит к Козлов С.С.. Детейлинг Де-Нол. задал много вопросов по побочным эффектам. Договорились: оставить образцы и буклеты.
e42d4cc3-1760-4573-a795-9f78755d50e2,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2026-02-26,15:00,3,Success,17,Визит к Козлов С.С.. Детейлинг Ранитидин. выразил заинтересованность. Договорились: организовать круглый стол для коллег.
f21751ec-7a55-4448-904d-66426421b67a,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2026-03-16,11:15,0,Success,23,"Встреча с Козлов С.С.. Презентовал Омез. выразил заинтересованность. Врач упомянул, что использует Ганатон."
eb966d5c-55ff-442f-8ab1-aaa28254f823,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2026-03-23,14:15,0,Cancelled,0,
1cccfc25-01b4-4ac0-b6ee-130777fbf375,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2026-03-25,11:00,2,Success,28,"Встреча с Козлов С.С.. Презентовал Ранитидин. готов попробовать назначить. Врач упомянул, что использует Нексиум. Присутствовала медсестра, тоже заинтересовалась."
1a68d1c2-cc94-4d52-99cf-6b1ad559a893,53b43505-25da-4d04-9078-5e33e1af252e,REP-001,2026-03-26,10:45,3,Success,19,Визит к Козлов С.С.. Детейлинг Де-Нол. скептически отнёсся. Договорились: организовать круглый стол для коллег.
1e0d577b-9340-49c6-bf65-c9377569925e,bdaa9e37-8353-44c9-ad43-c0026a622bbe,REP-001,2025-05-13,09:00,1,Success,16,Визит к Соловьёва Ю.И.. Обсудили применение Де-Нол при СРК. Врач положительно отнёсся к препарату. Оставил 2 упаковки образцов.
84a8becf-329e-4206-9fd9-f5e63faf845d,bdaa9e37-8353-44c9-ad43-c0026a622bbe,REP-001,2025-05-14,12:45,2,Success,28,"Визит к Соловьёва Ю.И.. Обсудили применение Омез при язвенной болезни. Врач уже назначает аналог конкурента. Присутствовала медсестра, тоже заинтересовалась."
90306aaf-1526-417e-a187-98044f6691db,bdaa9e37-8353-44c9-ad43-c0026a622bbe,REP-001,2025-06-27,11:15,4,Success,10,"Плановый визит. Соловьёва Ю.И. заинтересован в Омез. нейтрально воспринял информацию. Присутствовала медсестра, тоже заинтересовалась."
d1226f1a-bb24-4028-ac7b-81e2ea87821a,bdaa9e37-8353-44c9-ad43-c0026a622bbe,REP-001,2025-09-04,10:00,3,Success,13,Визит к Соловьёва Ю.И.. Обсудили применение Де-Нол при СРК. Врач уже назначает аналог конкурента.
1e504e30-7800-4e63-807e-c47ac20932ee,bdaa9e37-8353-44c9-ad43-c0026a622bbe,REP-001,2026-02-06,11:15,4,Cancelled,0,
d4e4c6c0-156c-4daa-8f20-3d94f3dbed5b,bdaa9e37-8353-44c9-ad43-c0026a622bbe,REP-001,2026-03-26,11:00,3,Success,22,Плановый визит. Соловьёва Ю.И. заинтересован в Де-Нол. уже назначает аналог конкурента. Оставил 2 упаковки образцов.
6899c862-4801-41ec-b7af-132c4e53cd91,2ba499ac-eb23-4843-b59f-688d1727245c,REP-001,2025-04-05,13:45,5,Success,17,"Встреча с Морозов М.О.. Презентовал Аторис. готов попробовать назначить. Врач упомянул, что использует Амоксиклав."
c4132e0e-fdfa-4f83-90ae-28cb74374e38,2ba499ac-eb23-4843-b59f-688d1727245c,REP-001,2025-04-24,11:45,3,Success,5,Визит к Морозов М.О.. Обсудили применение Супракс при ангины. Врач попросил доп. исследования. В следующий раз принести сравнительные таблицы.
42fdb770-4bd2-4441-9019-9debcf43cfc6,2ba499ac-eb23-4843-b59f-688d1727245c,REP-001,2025-04-28,09:00,0,Cancelled,0,
23670d91-8fc7-4c0b-9a7f-a855cd35a3e6,2ba499ac-eb23-4843-b59f-688d1727245c,REP-001,2025-06-03,11:00,1,Success,13,"Короткий визит. Морозов М.О. был занят, но удалось обсудить Аторис. положительно отнёсся к препарату. В следующий раз принести сравнительные таблицы."
6a51260c-253e-4c3b-a192-47bfae49c52a,2ba499ac-eb23-4843-b59f-688d1727245c,REP-001,2025-06-13,13:15,4,Success,33,Визит к Морозов М.О.. Детейлинг Лориста. выразил заинтересованность. Договорились: повторный визит через 2 недели.
6f3d6481-4506-4b08-9c79-4c8b080972f3,2ba499ac-eb23-4843-b59f-688d1727245c,REP-001,2025-07-03,14:00,3,Cancelled,0,
24134fc3-62f4-4770-858f-11ccb5e03b90,2ba499ac-eb23-4843-b59f-688d1727245c,REP-001,2025-08-07,11:30,3,Moved,6,
2edf5efc-6214-4fb6-8495-f2e392e45f6f,2ba499ac-eb23-4843-b59f-688d1727245c,REP-001,2025-08-15,13:45,4,Success,28,"Встреча с Морозов М.О.. Презентовал Аторис. готов попробовать назначить. Врач упомянул, что использует Амоксиклав. Врач спешил на обход, визит был коротким."
e721e1c1-ae87-488e-855d-34a8f6b1d198,2ba499ac-eb23-4843-b59f-688d1727245c,REP-001,2025-10-16,11:30,3,Moved,4,
9526f114-73f0-4cef-a857-53c0d6f032ce,2ba499ac-eb23-4843-b59f-688d1727245c,REP-001,2026-01-13,13:15,1,Success,16,Визит к Морозов М.О.. Детейлинг Супракс. выразил заинтересованность. Договорились: организовать круглый стол для коллег.
86348521-3ef9-4ef1-bbb6-5b07d046ed76,2ba499ac-eb23-4843-b59f-688d1727245c,REP-001,2026-02-12,15:00,3,Cancelled,0,
1447f96e-870d-4004-9c70-b14697caaf73,2ba499ac-eb23-4843-b59f-688d1727245c,REP-001,2026-02-25,09:45,2,Cancelled,0,
40019ad3-de7e-4701-b0e1-3bf0d0eaa3f5,2ba499ac-eb23-4843-b59f-688d1727245c,REP-001,2026-03-25,10:45,2,Moved,9,
60919ced-cf4e-4964-841c-7391e80cd612,e8797f84-d29d-42d9-817c-f8572a567125,REP-001,2025-04-07,14:00,0,Success,29,"Встреча с Богданов А.Д.. Презентовал Диабетон. попросил доп. исследования. Врач упомянул, что использует Форсига. Передал буклет с результатами исследования."
c63e9e72-ec8a-4254-99ee-f441a3541200,e8797f84-d29d-42d9-817c-f8572a567125,REP-001,2025-05-15,09:30,3,Success,17,Плановый визит. Богданов А.Д. заинтересован в Метфогамма. скептически отнёсся. Врач попросил визитку.
deebc208-c8a3-42d9-9eb2-7a1e54b42099,e8797f84-d29d-42d9-817c-f8572a567125,REP-001,2025-07-07,13:00,0,Cancelled,0,
10b45c02-9e98-408d-b105-b727afa46cf5,e8797f84-d29d-42d9-817c-f8572a567125,REP-001,2025-07-09,09:30,2,Success,22,"Визит к Богданов А.Д.. Обсудили применение Диабетон при ожирения. Врач выразил заинтересованность. Присутствовала медсестра, тоже заинтересовалась."
09f06240-9c64-460a-8e6e-62eb6d713bfe,e8797f84-d29d-42d9-817c-f8572a567125,REP-001,2025-09-03,15:45,2,Success,20,Богданов А.Д. выслушал презентацию по Глимепирид. задал много вопросов по побочным эффектам. Основное возражение: недостаточно клинических данных.
007ea9fc-b5db-464f-9fa2-6901fc57fdc2,e8797f84-d29d-42d9-817c-f8572a567125,REP-001,2025-09-16,15:15,1,Cancelled,0,
f89a375e-8fda-45d6-b5dc-a71e42aa980a,e8797f84-d29d-42d9-817c-f8572a567125,REP-001,2025-09-27,11:30,5,Success,19,"Плановый визит. Богданов А.Д. заинтересован в Метфогамма. нейтрально воспринял информацию. Присутствовала медсестра, тоже заинтересовалась."
302a4131-e50c-4ec6-9fab-331854f3b0ff,e8797f84-d29d-42d9-817c-f8572a567125,REP-001,2025-09-30,10:45,1,Cancelled,0,
4c0aa4ce-5dd1-4b80-b3f5-5b44fb326cdb,e8797f84-d29d-42d9-817c-f8572a567125,REP-001,2025-10-14,10:30,1,Success,17,"Визит к Богданов А.Д.. Обсудили применение Метфогамма при ожирения. Врач уже назначает аналог конкурента. Присутствовала медсестра, тоже заинтересовалась."
20092e88-bf5c-4f5b-b74d-b0486e10656b,e8797f84-d29d-42d9-817c-f8572a567125,REP-001,2025-11-11,09:15,1,Moved,4,
08a65c86-c26e-4136-a94c-3bfcfb1e2463,e8797f84-d29d-42d9-817c-f8572a567125,REP-001,2026-02-10,13:15,1,Cancelled,0,
3cb8fd17-f3ae-465a-b010-9a72179a6df8,e8797f84-d29d-42d9-817c-f8572a567125,REP-001,2026-02-27,14:30,4,Success,33,Плановый визит. Богданов А.Д. заинтересован в Глимепирид. уже назначает аналог конкурента.
a9238db1-b5d7-45c7-a1a9-a334347d799b,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-03-29,09:00,5,Success,35,"Визит к Волков С.Е.. Обсудили применение Диабетон при СД 2 типа. Врач задал много вопросов по побочным эффектам. Врач спешил на обход, визит был коротким."
93048e3e-0315-4279-9cc8-7ebda3dc2321,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-04-14,14:45,0,Success,19,"Визит к Волков С.Е.. Обсудили применение Диабетон при ожирения. Врач нейтрально воспринял информацию. Врач спешил на обход, визит был коротким."
e9f99fa2-815b-4ac9-867f-ff6df97e074f,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-04-22,11:30,1,Success,15,Визит к Волков С.Е.. Обсудили применение Диабетон при СД 2 типа. Врач выразил заинтересованность.
a8455d5a-4c58-4ad5-bf27-e519d5938d05,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-04-25,13:45,4,Success,15,"Короткий визит. Волков С.Е. был занят, но удалось обсудить Диабетон. положительно отнёсся к препарату. Присутствовала медсестра, тоже заинтересовалась."
60eeb138-de60-475b-9c27-83a00cf8d672,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-05-02,11:45,4,Cancelled,0,
b07a4031-5805-4a01-9b34-7a25653d02f4,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-05-19,11:45,0,Success,11,Волков С.Е. выслушал презентацию по Диабетон. положительно отнёсся к препарату. Основное возражение: недостаточно клинических данных. Врач попросил визитку.
7ab2cb2d-d173-4d4d-9b3b-74a9785cb43e,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-05-28,13:15,2,Success,12,Плановый визит. Волков С.Е. заинтересован в Метфогамма. положительно отнёсся к препарату.
aa0a161e-dae5-439d-a407-fee9bf95bd06,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-06-25,11:15,2,Success,5,Плановый визит. Волков С.Е. заинтересован в Метфогамма. положительно отнёсся к препарату.
245dd2dd-c56c-4a47-ab14-e5345da4e316,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-07-21,15:00,0,Success,26,Визит к Волков С.Е.. Детейлинг Диабетон. нейтрально воспринял информацию. Договорились: повторный визит через 2 недели.
8796b879-f6dd-4a0a-abad-ab133a11491e,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-07-23,11:45,2,Cancelled,0,
7a0bf8e2-3808-4ff7-a65e-3e5aa4330b3c,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-08-08,14:00,4,Success,10,Визит к Волков С.Е.. Детейлинг Диабетон. уже назначает аналог конкурента. Договорились: назначить 3 пациентам в течение месяца.
0d5c1fc5-1e7a-4bfb-bf33-9fbd1873a712,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-08-21,14:45,3,Success,33,Плановый визит. Волков С.Е. заинтересован в Диабетон. скептически отнёсся.
6b666352-1893-4e67-a843-fbe60867e308,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-09-02,10:30,1,Success,7,Плановый визит. Волков С.Е. заинтересован в Глимепирид. скептически отнёсся. Передал буклет с результатами исследования.
368e50be-b021-4c31-bbb9-0ac9c32a271d,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-10-07,09:15,1,Success,5,Визит к Волков С.Е.. Детейлинг Диабетон. готов попробовать назначить. Договорились: предоставить результаты последних КИ.
6299515e-960e-47a7-a9f6-e27614f3fc9e,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-10-08,13:15,2,Success,17,"Короткий визит. Волков С.Е. был занят, но удалось обсудить Метфогамма. выразил заинтересованность. Врач спешил на обход, визит был коротким."
d39c74b5-7b8a-4ca5-8297-49dc3a2a4fbd,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-10-13,14:00,0,Cancelled,0,
72262f93-f182-40dd-b379-3d1d07949946,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-10-29,14:15,2,Success,27,Плановый визит. Волков С.Е. заинтересован в Диабетон. скептически отнёсся.
2f28a445-4ee8-4aff-8f71-e81e878e5c1c,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-10-30,11:15,3,Success,29,Визит к Волков С.Е.. Обсудили применение Глимепирид при гипотиреоза. Врач положительно отнёсся к препарату. Врач попросил визитку.
44a97c80-9891-4376-92c3-73b5699f69ed,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-10-31,09:30,4,Success,28,"Плановый визит. Волков С.Е. заинтересован в Метфогамма. попросил доп. исследования. Присутствовала медсестра, тоже заинтересовалась."
f86ef38f-7384-4edd-bede-b5a69f524920,705591d8-c58c-4749-bcf1-7ee7dda73c9d,REP-001,2025-11-11,13:30,1,Success,42,"Встреча с Волков С.Е.. Презентовал Метфогамма. попросил доп. исследования. Врач упомянул, что использует Янувия. Присутствовала медсестра, тоже заинтересовалась."
